IV	13861788	13862703	.	1000	.	-1	254.06800	-1	433	4.104354	4.272731	13862074	13862700	261.08800	157	13861788	13862703	254.06800	423
V_1	5511919	5512458	.	1000	.	-1	245.76800	-1	336	4.100102	4.265722	5512020	5512457	254.12300	237	5511919	5512458	245.76800	335
V_1	10060401	10061840	.	1000	.	-1	241.72900	-1	798	4.094089	4.258984	10060513	10061840	256.65700	687	10060401	10061817	241.72900	797
I_1	13267215	13267817	.	1000	.	-1	241.64000	-1	318	4.087203	4.252449	13267215	13267769	243.06800	317	13267215	13267817	241.64000	320
III_1	4523015	4523461	.	1000	.	-1	240.26800	-1	239	4.030339	4.214007	4523015	4523460	269.49900	237	4523017	4523461	240.26800	240
IV	12022506	12023067	.	1000	.	-1	240.26800	-1	251	4.057580	4.232250	12022506	12023062	259.69100	204	12022510	12023067	240.26800	294
IV	2135844	2136381	.	1000	.	-1	237.52800	-1	253	4.059764	4.238620	2135873	2136381	237.58100	219	2135844	2136326	237.52800	259
X_1	169573	169989	.	1000	.	-1	235.05500	-1	209	4.052448	4.226106	169580	169989	242.48600	207	169573	169989	235.05500	205
V_1	13454955	13455790	.	1000	.	-1	233.43200	-1	457	4.048848	4.220230	13455000	13455775	238.95000	418	13454955	13455790	233.43200	452
III_1	8361368	8361875	.	1000	.	-1	228.04600	-1	300	4.064469	4.245379	8361368	8361868	228.04600	300	8361371	8361875	240.26800	298
III_1	4034039	4034741	.	1000	.	-1	218.55100	-1	466	4.025086	4.202436	4034039	4034702	241.69300	470	4034165	4034741	218.55100	336
IV	7957837	7962454	.	1000	.	-1	215.86900	-1	601	4.019024	4.196905	7957837	7962454	215.91800	601	7957867	7962450	215.86900	571
X_1	331653	332192	.	1000	.	-1	215.86900	-1	268	4.012613	4.186379	331657	332192	219.94400	267	331653	332188	215.86900	265
II_1	12702671	12703628	.	1000	.	-1	214.97800	-1	494	4.007944	4.181392	12702671	12703618	214.97800	490	12702720	12703628	215.56600	449
IV	14218109	14218840	.	1000	.	-1	214.57900	-1	207	4.027884	4.208089	14218109	14218840	214.57900	219	14218122	14218731	219.89500	183
X_1	17304654	17305472	.	1000	.	-1	214.53100	-1	593	3.993364	4.167110	17304685	17305472	229.40300	560	17304654	17305448	214.53100	595
V_1	126371	126959	.	1000	.	-1	210.66000	-1	409	3.996818	4.171780	126371	126959	213.84400	408	126455	126959	210.66000	326
V_1	20874849	20875445	.	1000	.	-1	205.88100	-1	326	3.986384	4.162466	20874878	20875391	217.54700	302	20874849	20875445	205.88100	322
V_1	15104228	15105655	.	1000	.	-1	201.30000	-1	1097	4.013257	4.191496	15104228	15105534	201.30000	1091	15104235	15105655	229.35200	1097
IV	17155588	17156206	.	1000	.	-1	199.98200	-1	248	3.982971	4.157953	17155588	17156206	199.98200	237	17155599	17156198	202.57200	248
X_1	443910	444884	.	1000	.	-1	199.98200	-1	651	4.005315	4.176594	443910	444884	199.98200	651	443943	444873	217.20900	618
IV	9067401	9068276	.	1000	.	-1	193.44300	-1	289	3.969317	4.153254	9067459	9068276	199.96300	231	9067401	9068266	193.44300	289
V_1	20189726	20190581	.	1000	.	-1	188.21600	-1	628	3.957799	4.148440	20190008	20190575	188.21600	356	20189726	20190581	192.07500	619
II_1	6602637	6605034	.	1000	.	-1	180.69600	-1	1777	3.938590	4.133908	6602637	6604970	180.69600	1777	6602657	6605034	184.46700	1757
I_1	14442875	14443309	.	1000	.	-1	180.46400	-1	221	3.944315	4.143458	14442875	14443299	180.46400	223	14442875	14443309	188.17200	220
IV	12155854	12156201	.	1000	.	-1	178.13400	-1	168	3.927559	4.129132	12155854	12156201	178.13400	171	12155865	12156185	180.59600	154
I_1	4589261	4589847	.	1000	.	-1	176.61600	-1	133	3.922677	4.124437	4589262	4589847	176.61600	133	4589261	4589847	179.13700	133
II_1	12764982	12765331	.	1000	.	-1	176.57400	-1	177	3.910301	4.106916	12764982	12765331	189.51500	177	12764985	12765324	176.57400	175
V_1	16567943	16569294	.	1000	.	-1	175.33800	-1	636	3.939949	4.138587	16567978	16569294	175.33800	603	16567943	16569291	202.57200	635
IV	16615104	16615637	.	1000	.	-1	172.78800	-1	246	3.916374	4.115444	16615104	16615549	172.78800	250	16615105	16615637	177.85400	242
III_1	12027767	12028783	.	1000	.	-1	170.65900	-1	341	3.920597	4.119898	12027767	12028713	170.65900	326	12027909	12028783	192.07500	214
I_1	7571882	7572435	.	1000	.	-1	170.24600	-1	339	3.915106	4.111151	7571904	7572435	170.24600	317	7571882	7572432	185.58000	339
II_1	2334863	2335894	.	1000	.	-1	167.71500	-1	723	3.894168	4.086663	2334863	2335894	197.18300	728	2334867	2335859	167.71500	715
II_1	12907259	12907750	.	1000	.	-1	167.67300	-1	297	3.901231	4.102624	12907332	12907749	180.46400	233	12907259	12907750	167.67300	289
IV	9994788	9995533	.	1000	.	-1	167.61900	-1	386	3.897040	4.094390	9994804	9995453	171.72300	353	9994788	9995533	167.61900	404
IV	7440988	7441376	.	1000	.	-1	165.19000	-1	197	3.895414	4.090464	7440988	7441376	165.19000	197	7440988	7441358	198.62100	197
I_1	14728233	14729408	.	1000	.	-1	165.19000	-1	654	3.898393	4.098439	14728237	14729224	165.19000	650	14728233	14729408	172.74600	654
V_1	7921529	7922328	.	1000	.	-1	159.84500	-1	385	3.871631	4.071360	7921529	7922328	181.15300	385	7921530	7922322	159.84500	384
IV	11820182	11822852	.	1000	.	-1	157.63400	-1	2439	3.878933	4.078919	11820264	11822841	167.71400	2354	11820182	11822852	157.63400	2442
I_1	7759111	7759812	.	1000	.	-1	155.18600	-1	299	3.884698	4.082784	7759111	7759807	155.18600	320	7759112	7759812	192.07500	278
V_1	13686123	13687290	.	1000	.	-1	152.67000	-1	988	3.874860	4.075105	13686123	13687290	171.51600	988	13686456	13687267	152.67000	656
V_1	19546296	19546849	.	1000	.	-1	152.67000	-1	353	3.868308	4.067677	19546298	19546849	157.67300	349	19546296	19546849	152.67000	356
X_1	2063165	2063852	.	1000	.	-1	151.43500	-1	230	3.838887	4.042373	2063170	2063852	183.04000	252	2063165	2063821	151.43500	204
IV	14032842	14034433	.	1000	.	-1	149.00900	-1	479	3.867075	4.064101	14032842	14034433	149.00900	491	14032882	14034417	166.41000	427
II_1	12971405	12972169	.	1000	.	-1	148.66300	-1	374	3.852700	4.060335	12971412	12972169	154.51500	357	12971405	12972154	148.66300	385
III_1	2512016	2512574	.	1000	.	-1	144.11000	-1	179	3.846904	4.056576	2512031	2512574	144.11000	160	2512016	2512566	150.20200	184
V_1	7931847	7933316	.	1000	.	-1	142.89200	-1	273	3.846510	4.052940	7931848	7933314	142.89200	270	7931847	7933316	150.20200	276
III_1	13477290	13479031	.	1000	.	-1	136.80200	-1	430	3.840591	4.045802	13477420	13479031	152.70800	300	13477290	13478857	136.80200	430
V_1	1356749	1357255	.	1000	.	-1	136.80200	-1	209	3.841065	4.049314	1356783	1357252	145.33100	176	1356749	1357255	136.80200	208
IV	4650515	4652050	.	1000	.	-1	135.63300	-1	275	3.833746	4.038953	4650515	4652050	135.63300	278	4650533	4651171	140.42600	254
II_1	633280	633911	.	1000	.	-1	132.00400	-1	320	3.828444	4.032237	633280	633911	142.89200	320	633344	633909	132.00400	256
IV	4920596	4921030	.	1000	.	-1	130.81100	-1	230	3.828642	4.035542	4920596	4921030	152.70800	240	4920610	4921029	130.81100	206
IV	17075886	17076411	.	1000	.	-1	129.62100	-1	330	3.816653	4.028805	17075886	17076356	149.00900	330	17075905	17076411	129.62100	311
IV	13353291	13353669	.	1000	.	-1	126.06600	-1	150	3.805151	4.025252	13353312	13353667	130.84500	131	13353291	13353669	126.06600	149
III_1	10525819	10527194	.	1000	.	-1	124.88600	-1	327	3.798461	4.014997	10525819	10527194	127.28200	327	10525840	10527165	124.88600	306
IV	12567231	12568635	.	1000	.	-1	124.01200	-1	484	3.799892	4.018352	12567247	12568635	130.98000	468	12567231	12568574	124.01200	484
IV	15166677	15167196	.	1000	.	-1	122.56800	-1	167	3.803858	4.021786	15166685	15167171	122.56800	159	15166677	15167196	133.20000	168
III_1	3909118	3909565	.	1000	.	-1	122.53500	-1	157	3.796886	4.011715	3909118	3909560	134.43200	157	3909121	3909565	122.53500	154
I_1	3458	4104	.	1000	.	-1	119.06100	-1	364	3.791940	4.008439	3458	4104	119.06100	346	3474	4081	128.43300	367
IV	2113648	2114083	.	1000	.	-1	116.70600	-1	201	3.782537	4.005085	2113651	2114083	123.74200	179	2113648	2114077	116.70600	220
I_1	14069875	14070937	.	1000	.	-1	115.54800	-1	248	3.774898	3.995363	14069875	14070937	115.57900	236	14069911	14070928	115.54800	225
III_1	4503628	4503979	.	1000	.	-1	114.98800	-1	187	3.777860	3.998566	4503629	4503977	130.23300	188	4503628	4503979	114.98800	186
I_1	11797773	11798161	.	1000	.	-1	112.09300	-1	195	3.770153	3.989062	11797773	11798158	130.84500	202	11797815	11798161	112.09300	147
V_1	3527916	3528336	.	1000	.	-1	112.09300	-1	154	3.745881	3.976316	3527916	3528336	136.83700	155	3527930	3528321	112.09300	140
II_1	4714958	4715275	.	1000	.	-1	110.94700	-1	168	3.751349	3.979494	4714958	4715267	113.27200	167	4714958	4715275	110.94700	169
IV	17273591	17274158	.	1000	.	-1	109.83400	-1	312	3.781410	4.001810	17273763	17274050	109.83400	140	17273591	17274158	129.62100	313
III_1	13679129	13679702	.	1000	.	-1	108.69300	-1	219	3.753467	3.982665	13679129	13679702	108.69300	213	13679181	13679702	112.09300	173
II_1	3376926	3377380	.	1000	.	-1	108.69300	-1	193	3.770153	3.989062	3376926	3377380	108.69300	190	3376952	3377359	129.62100	171
IV	3671097	3671768	.	1000	.	-1	105.29000	-1	265	3.761349	3.985888	3671151	3671768	105.29000	177	3671097	3671759	120.19500	300
V_1	4057722	4058423	.	1000	.	-1	105.26100	-1	165	3.729515	3.960659	4057722	4058423	106.42200	162	4057723	4058397	105.26100	167
V_1	15315214	15315589	.	1000	.	-1	103.11000	-1	129	3.739399	3.973113	15315214	15315589	103.11000	123	15315214	15315543	110.94700	136
I_1	6665075	6665813	.	1000	.	-1	103.03600	-1	382	3.734080	3.966794	6665196	6665813	103.03600	263	6665075	6665797	107.52600	381
IV	2694839	2695316	.	1000	.	-1	101.91400	-1	245	3.716624	3.954574	2694860	2695316	101.91400	224	2694839	2695305	104.13300	245
IV	14480432	14480994	.	1000	.	-1	101.91400	-1	245	3.726785	3.957661	14480460	14480994	101.91400	189	14480432	14480991	106.39200	274
III_1	12642435	12643499	.	1000	.	-1	101.88600	-1	426	3.694037	3.936639	12642443	12643499	123.74200	419	12642435	12643469	101.88600	426
IV	8072778	8073071	.	1000	.	-1	101.88600	-1	129	3.711593	3.948549	8072778	8073063	108.69300	130	8072798	8073071	101.88600	109
IV	16882497	16882723	.	1000	.	-1	100.79500	-1	123	3.710961	3.945604	16882518	16882723	100.79500	106	16882497	16882721	101.88600	119
V_1	15209166	15211073	.	1000	.	-1	100.79500	-1	1613	3.734632	3.969915	15209166	15211073	100.79500	1609	15209272	15211029	112.09300	1511
IV	16585839	16586593	.	1000	.	-1	100.52100	-1	377	3.696807	3.939630	16585839	16586587	110.97700	320	16585858	16586593	100.52100	416
II_1	14436714	14437408	.	1000	.	-1	99.67870	-1	240	3.730230	3.963691	14436731	14437408	99.67870	223	14436714	14437267	114.39400	240
IV	9196259	9197097	.	1000	.	-1	99.65070	-1	189	3.684979	3.924965	9196265	9196591	120.22700	174	9196259	9197097	99.65070	198
II_1	14017850	14019013	.	1000	.	-1	98.07990	-1	483	3.690246	3.933662	14017907	14019006	98.70210	390	14017850	14019013	98.07990	520
III_1	9553948	9554730	.	1000	.	-1	97.45600	-1	174	3.716301	3.951561	9553967	9554730	97.45600	156	9553948	9554719	112.09300	174
II_1	14005566	14006076	.	1000	.	-1	97.42840	-1	205	3.688092	3.930724	14005566	14006076	103.03600	210	14005573	14006070	97.42840	193
IV	17141630	17142038	.	1000	.	-1	96.32200	-1	235	3.678660	3.919288	17141630	17142038	104.67200	240	17141633	17142038	96.32200	228
IV	654778	655043	.	1000	.	-1	95.47650	-1	139	3.678725	3.922093	654780	655043	99.53430	139	654778	655041	95.47650	138
III_1	13657431	13658839	.	1000	.	-1	94.14570	-1	709	3.706004	3.942653	13657431	13658839	94.14570	708	13657431	13658395	105.26100	710
IV	4897758	4898041	.	1000	.	-1	94.11880	-1	129	3.672048	3.913731	4897765	4898041	98.56580	122	4897758	4898022	94.11880	129
I_1	334633	335025	.	1000	.	-1	90.86470	-1	216	3.675600	3.916503	334648	335025	90.86470	211	334633	335017	97.42840	207
IV	8470260	8470583	.	1000	.	-1	89.75150	-1	139	3.655689	3.905187	8470262	8470564	94.14570	135	8470260	8470583	89.75150	142
II_1	15042167	15042460	.	1000	.	-1	89.60750	-1	155	3.684997	3.927809	15042192	15042460	89.60750	133	15042167	15042454	105.20400	152
II_1	9653383	9653745	.	1000	.	-1	88.69390	-1	179	3.655350	3.902428	9653383	9653745	88.69390	188	9653397	9653734	93.02200	157
IV	1440147	1440442	.	1000	.	-1	88.69390	-1	126	3.660117	3.910846	1440149	1440423	88.69390	124	1440147	1440442	93.02200	126
V_1	6079272	6079570	.	1000	.	-1	88.69390	-1	137	3.652018	3.899683	6079272	6079569	88.69390	137	6079283	6079570	93.02200	126
I_1	5824291	5824950	.	1000	.	-1	88.66800	-1	291	3.647285	3.896931	5824322	5824886	88.69390	385	5824291	5824950	88.66800	167
V_1	14172259	14172508	.	1000	.	-1	87.61350	-1	105	3.658633	3.908006	14172259	14172503	87.61350	105	14172264	14172508	107.52600	100
IV	4727914	4728200	.	1000	.	-1	87.45540	-1	113	3.645584	3.894216	4727921	4728197	87.45540	104	4727914	4728200	90.66410	115
IV	15709320	15709612	.	1000	.	-1	85.46310	-1	183	3.630418	3.885991	15709331	15709611	85.46310	171	15709320	15709612	86.51120	185
II_1	7898751	7899189	.	1000	.	-1	84.36810	-1	148	3.623215	3.880507	7898751	7899060	84.39300	150	7898754	7899189	84.36810	144
I_1	1661077	1661584	.	1000	.	-1	84.36810	-1	201	3.632817	3.888739	1661113	1661572	91.95510	165	1661077	1661584	84.36810	201
V_1	14476121	14476644	.	1000	.	-1	83.32650	-1	154	3.642288	3.891515	14476121	14476644	83.32650	142	14476121	14476454	100.76700	166
IV	13463768	13464286	.	1000	.	-1	83.30170	-1	372	3.621403	3.877810	13463768	13464286	86.53660	372	13463773	13464283	83.30170	367
I_1	7602431	7605251	.	1000	.	-1	82.37870	-1	234	3.616786	3.872520	7602456	7605138	91.95510	194	7602431	7605251	82.37870	250
III_1	9778611	9779429	.	1000	.	-1	82.35610	-1	170	3.621080	3.875166	9778611	9779309	82.35610	165	9778618	9779429	84.54230	168
IV	12032203	12032970	.	1000	.	-1	82.26340	-1	476	3.625774	3.883237	12032241	12032970	82.26340	437	12032203	12032970	98.53800	478
I_1	4781376	4781721	.	1000	.	-1	81.20390	-1	138	3.546817	3.831495	4781385	4781707	81.20390	130	4781376	4781721	117.86600	138
I_1	14709570	14709986	.	1000	.	-1	81.17960	-1	208	3.597521	3.864256	14709599	14709986	91.95510	170	14709570	14709982	81.17960	217
I_1	3881687	3882058	.	1000	.	-1	80.34540	-1	168	3.601946	3.866994	3881713	3882058	80.34540	142	3881687	3882053	82.31370	168
X_1	15650750	15651288	.	1000	.	-1	80.12380	-1	332	3.586617	3.858765	15650849	15651288	96.34930	203	15650750	15651275	80.12380	363
III_1	8923404	8923784	.	1000	.	-1	79.07170	-1	179	3.594565	3.861536	8923404	8923762	81.20390	179	8923409	8923784	79.07170	174
V_1	8237586	8238242	.	1000	.	-1	78.91600	-1	496	3.602027	3.869728	8237586	8238242	78.91600	495	8237616	8238231	84.33570	467
V_1	2806157	2806514	.	1000	.	-1	78.04690	-1	164	3.576976	3.850500	2806157	2806508	78.04690	144	2806176	2806514	79.07170	166
V_1	1280019	1280394	.	1000	.	-1	78.02320	-1	161	3.576018	3.847813	1280019	1280394	78.04690	160	1280054	1280345	78.02320	128
X_1	1505669	1507241	.	1000	.	-1	76.97830	-1	1385	3.574074	3.845154	1505694	1507238	81.20390	1370	1505669	1507241	76.97830	1375
I_1	1715597	1716000	.	1000	.	-1	75.96040	-1	201	3.583392	3.856008	1715599	1716000	75.96040	200	1715597	1715999	87.58790	201
I_1	780659	781207	.	1000	.	-1	75.93720	-1	385	3.564645	3.839750	780659	781207	78.04690	395	780682	781207	75.93720	352
III_1	10779765	10780094	.	1000	.	-1	74.98280	-1	152	3.577614	3.853230	10779765	10780094	74.98280	163	10779776	10780080	81.47150	131
V_1	17441673	17442101	.	1000	.	-1	74.89970	-1	162	3.543219	3.820948	17441673	17442101	88.69390	141	17441692	17442093	74.89970	165
V_1	8511592	8511915	.	1000	.	-1	73.88880	-1	183	3.564645	3.839750	8511592	8511915	73.88880	185	8511632	8511915	79.07170	142
III_1	13493502	13496052	.	1000	.	-1	73.86610	-1	1644	3.545645	3.826150	13493504	13495833	85.46310	1635	13493502	13496052	73.86610	1652
X_1	517734	518045	.	1000	.	-1	73.32420	-1	147	3.553967	3.836990	517744	518045	73.32420	142	517734	518035	76.38070	142
IV	17249757	17250061	.	1000	.	-1	72.83620	-1	156	3.550609	3.834240	17249778	17250060	78.04690	135	17249757	17250061	72.83620	156
I_1	6002907	6003708	.	1000	.	-1	72.83620	-1	360	3.544385	3.823531	6002907	6003708	74.92270	375	6002952	6003694	72.83620	301
V_1	1873788	1874922	.	1000	.	-1	72.83620	-1	336	3.535848	3.808398	1873788	1874804	72.85870	342	1873951	1874922	72.83620	167
V_1	4774313	4774589	.	1000	.	-1	72.83620	-1	122	3.541407	3.818391	4774313	4774589	82.26340	122	4774313	4774586	72.83620	122
X_1	2975734	2976849	.	1000	.	-1	71.81010	-1	720	3.536157	3.810835	2975742	2976840	78.04690	689	2975734	2976849	71.81010	744
III_1	7871710	7872018	.	1000	.	-1	71.71750	-1	157	3.546743	3.828803	7871710	7872018	71.71750	157	7871714	7872012	78.77630	154
V_1	1353682	1354323	.	1000	.	-1	71.46860	-1	313	3.529143	3.803528	1353699	1354323	78.71640	301	1353682	1354307	71.46860	309
II_1	4698198	4698481	.	1000	.	-1	71.32600	-1	150	3.537376	3.815832	4698213	4698474	71.32600	137	4698198	4698481	87.04310	148
II_1	14593243	14593555	.	1000	.	-1	71.32310	-1	159	3.536788	3.813314	14593243	14593555	71.32310	155	14593250	14593551	75.30440	157
V_1	1228376	1228694	.	1000	.	-1	70.78790	-1	156	3.497970	3.788366	1228376	1228694	88.69390	157	1228386	1228677	70.78790	145
III_1	9453431	9453852	.	1000	.	-1	69.76950	-1	130	3.501261	3.793428	9453431	9453753	83.32650	127	9453441	9453852	69.76950	124
IV	15765539	15765989	.	1000	.	-1	68.77680	-1	191	3.531738	3.805956	15765539	15765989	68.77680	172	15765550	15765958	74.89970	199
I_1	316060	316435	.	1000	.	-1	68.75510	-1	207	3.515947	3.798623	316060	316415	73.88880	214	316071	316435	68.75510	189
V_1	9448845	9449760	.	1000	.	-1	68.75510	-1	218	3.449590	3.750618	9448845	9449760	90.30710	195	9448848	9449755	68.75510	238
II_1	7547446	7548063	.	1000	.	-1	67.76610	-1	252	3.527176	3.801120	7547446	7548063	67.76610	248	7547507	7547897	78.02320	196
III_1	12150124	12150464	.	1000	.	-1	66.73820	-1	166	3.494910	3.783381	12150124	12150456	70.81000	170	12150140	12150464	66.73820	147
II_1	11562120	11564103	.	1000	.	-1	66.73820	-1	237	3.490359	3.780897	11562126	11564103	71.83240	215	11562120	11563982	66.73820	254
V_1	1258110	1258532	.	1000	.	-1	66.73820	-1	115	3.495501	3.785855	1258110	1258524	68.77680	120	1258110	1258532	66.73820	111
II_1	10584080	10584363	.	1000	.	-1	66.31420	-1	138	3.501185	3.790894	10584080	10584344	66.31420	146	10584094	10584363	81.62500	116
II_1	15032701	15033016	.	1000	.	-1	65.75680	-1	191	3.502329	3.796008	15032707	15033002	65.75680	185	15032701	15033016	78.02320	191
IV	13464643	13464991	.	1000	.	-1	64.75820	-1	162	3.490019	3.778453	13464643	13464991	64.75820	164	13464663	13464931	78.02320	141
I_1	223004	223375	.	1000	.	-1	64.75820	-1	212	3.453608	3.758033	223004	223370	64.75820	212	223019	223375	88.66800	197
III_1	9004427	9005190	.	1000	.	-1	64.68230	-1	556	3.466198	3.770838	9004427	9005175	64.70550	552	9004430	9005190	64.68230	558
V_1	4059519	4060450	.	1000	.	-1	63.93380	-1	667	3.482089	3.775960	4059519	4060450	63.93380	661	4059526	4060448	72.29890	666
X_1	14739057	14739330	.	1000	.	-1	63.32050	-1	134	3.474933	3.773428	14739057	14739321	63.32050	135	14739060	14739330	74.58120	131
I_1	4785540	4785960	.	1000	.	-1	62.77340	-1	258	3.449812	3.753051	4785644	4785953	62.77340	154	4785540	4785960	81.17960	259
II_1	2352976	2353244	.	1000	.	-1	62.75300	-1	134	3.456107	3.763075	2352976	2353241	63.76370	132	2352990	2353244	62.75300	122
V_1	1404904	1405369	.	1000	.	-1	62.75300	-1	327	3.460673	3.768229	1404912	1405363	65.75680	320	1404904	1405369	62.75300	327
II_1	5674326	5675452	.	1000	.	-1	62.17320	-1	740	3.459199	3.765648	5674326	5675418	66.26380	746	5674344	5675452	62.17320	716
II_1	11559541	11560100	.	1000	.	-1	61.85660	-1	435	3.390152	3.707517	11559549	11560100	82.35610	427	11559541	11560100	61.85660	435
V_1	1258818	1259169	.	1000	.	-1	61.78720	-1	192	3.456061	3.760547	1258836	1259156	61.78720	165	1258818	1259169	66.73820	201
II_1	9147999	9148327	.	1000	.	-1	61.76710	-1	181	3.449078	3.748220	9147999	9148327	66.75940	181	9148012	9148305	61.76710	168
V_1	16341788	16342110	.	1000	.	-1	61.76710	-1	138	3.450170	3.755523	16341788	16342107	68.77680	142	16341796	16342110	61.76710	127
III_1	10698339	10698679	.	1000	.	-1	61.35820	-1	174	3.419723	3.731415	10698339	10698674	76.33020	169	10698350	10698679	61.35820	168
X_1	16520897	16521567	.	1000	.	-1	60.80530	-1	196	3.447786	3.745847	16520897	16521558	60.80530	164	16520900	16521567	66.73820	226
III_1	9412975	9413288	.	1000	.	-1	59.82770	-1	156	3.439399	3.743421	9412981	9413288	59.82770	148	9412975	9413270	63.74310	159
IV	11337046	11337359	.	1000	.	-1	59.80800	-1	176	3.429265	3.733860	11337046	11337359	67.76610	175	11337092	11337343	59.80800	131
V_1	1259602	1260023	.	1000	.	-1	58.94360	-1	117	3.437854	3.741018	1259602	1260022	58.94360	120	1259606	1260023	68.52750	111
III_1	8675860	8676402	.	1000	.	-1	58.85430	-1	392	3.435175	3.738624	8675860	8676402	58.85430	381	8676014	8676402	67.74460	250
V_1	1807033	1807467	.	1000	.	-1	58.83490	-1	272	3.410329	3.717198	1807033	1807467	71.83240	274	1807035	1807450	58.83490	268
II_1	11621227	11621824	.	1000	.	-1	57.88530	-1	240	3.432385	3.736240	11621227	11621824	57.88530	228	11621227	11621733	65.73570	252
IV	3313374	3313708	.	1000	.	-1	57.77060	-1	163	3.415825	3.724203	3313374	3313686	57.77060	156	3313374	3313708	61.33920	170
IV	3050325	3050995	.	1000	.	-1	56.92080	-1	149	3.413030	3.719516	3050325	3050995	56.92080	146	3050334	3050987	69.76950	144
IV	13462252	13462556	.	1000	.	-1	56.92080	-1	125	3.416750	3.728977	13462259	13462540	56.92080	125	13462252	13462556	65.73570	119
IV	15373942	15374611	.	1000	.	-1	56.92080	-1	295	3.413107	3.721841	15373954	15374570	56.92080	282	15373942	15374611	60.78540	297
I_1	10980520	10981026	.	1000	.	-1	56.90170	-1	280	3.416188	3.726573	10980527	10981026	62.70110	271	10980520	10981025	56.90170	283
